buyonline_label,legal_description,legal_description_numbers,more_link,more_link/_text,more_link/_title,moreoptions_link,moreoptions_link/_text,moreoptions_link/_title,nlpimage_image,nlpimage_image/_alt,price_value,price_value_prices,productdesp_value,productdetails_image,productdetails_image/_alt,productdetails_link,productdetails_link/_text,productdetails_link/_title,productdetails_link_prices,productlink_image,productlink_image/_alt,productlink_link/_text,productlink_link/_title,producttitle_value,regularprice_price,regularprice_price_1,regularprice_price_2,savetolist_label,size_value_1,size_value_1_numbers,size_value_2,size_value_2_numbers,strikeprice_price,strikeprice_value,type,unit_value,unit_value_numbers,unitprice_label,﻿productlink_link
Buy online,,,,,,,,,,,,,ceiling lamp,,,http://www.ikea.com/us/en/catalog/products/30246029/,VITEMÖLLA ceiling lamp $39.99 Unit price,,39.99,http://www.ikea.com/PIAimages/0210389_PE363802_S3.JPG,"VITEMÖLLA ceiling lamp, glass, metal Height: 16 "" Base diameter: 4 3/4 "" Shade diameter: 7 1/8 "" Height: 40 cm Base diameter: 12 cm Shade diameter: 18 cm",,,VITEMÖLLA,39.99,,,Save to list,"Height: 16 "", Base diameter: 4 3/4 "", Shade diameter: 7 1/8 """,16; 4; 7,"Height: 40 cm, Base diameter: 12 cm, Shade diameter: 18 cm",40; 12; 18,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/30246029/
Buy online,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/10211672/,"ÖRSTED rug, high pile $799.00 Unit price",,799,http://www.ikea.com/PIAimages/0137802_PE296576_S3.JPG,"ÖRSTED rug, high pile, multicolor Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,ÖRSTED,799.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10211672/
Buy online,,,,,,,,,,,,,2 sections/shelves,,,http://www.ikea.com/us/en/catalog/products/S29896381/,IVAR 2 sections/shelves $128.00 Unit price,,128,http://www.ikea.com/PIAimages/0139237_PE299070_S3.JPG,"IVAR 2 sections/shelves, pine Width: 52 3/4 "" Depth: 19 5/8 "" Height: 70 1/2 "" Width: 134 cm Depth: 50 cm Height: 179 cm",,,IVAR,,128.0,,Save to list,"Width: 52 3/4 "", Depth: 19 5/8 "", Height: 70 1/2 """,52; 19; 70,"Width: 134 cm, Depth: 50 cm, Height: 179 cm",134; 50; 179,,,shelf,,,Unit price,http://www.ikea.com/us/en/catalog/products/S29896381/
Buy online,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/60239409/,"STOCKHOLM rug, flatwoven $199.00 Unit price",,199,http://www.ikea.com/PIAimages/0167771_PE321682_S3.JPG,"STOCKHOLM rug, flatwoven, net pattern brown brown, handmade net pattern Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,STOCKHOLM,199.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/60239409/
Buy online,,,,,,,,,,,,,door mat,,,http://www.ikea.com/us/en/catalog/products/80186688/,BORRIS door mat $1.29 Unit price,,1.29,http://www.ikea.com/PIAimages/0106308_PE254355_S3.JPG,"BORRIS door mat, dark blue Length: 1 ' 10 "" Width: 1 ' 3 "" Area: 2.37 sq feet Length: 57 cm Width: 38 cm Area: 0.22 m²",,,BORRIS,,,,Save to list,"Length: 1 ' 10 "", Width: 1 ' 3 "", Area: 2.37 sq feet",1; 10; 1; 3; 2.37,"Length: 57 cm, Width: 38 cm, Area: 0.22 m²",57; 38; 0.22,,,rug,,,,http://www.ikea.com/us/en/catalog/products/80186688/
,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/10203790/,"HAMPEN rug, high pile $9.99 Unit price",,9.99,http://www.ikea.com/PIAimages/0118954_PE275056_S3.JPG,"HAMPEN rug, high pile, red Length: 2 ' 7 "" Width: 2 ' 7 "" Area: 6.89 sq feet Length: 80 cm Width: 80 cm Area: 0.64 m²",,,HAMPEN,9.99,,,Save to list,"Length: 2 ' 7 "", Width: 2 ' 7 "", Area: 6.89 sq feet",2; 7; 2; 7; 6.89,"Length: 80 cm, Width: 80 cm, Area: 0.64 m²",80; 80; 0.64,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10203790/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/00069768/,More options,More options for OMAR shelving unit,,,,,shelving unit,,,http://www.ikea.com/us/en/catalog/products/00069768/,OMAR shelving unit $18.99 Unit price,,18.99,http://www.ikea.com/PIAimages/37958_PE129927_S3.JPG,"OMAR shelving unit, galvanized Width: 18 1/8 "" Depth: 14 "" Height: 36 1/4 "" Width: 46 cm Depth: 36 cm Height: 92 cm",,,OMAR,,18.99,,Save to list,"Width: 18 1/8 "", Depth: 14 "", Height: 36 1/4 """,18; 14; 36,"Width: 46 cm, Depth: 36 cm, Height: 92 cm",46; 36; 92,,,shelf,,,Unit price,http://www.ikea.com/us/en/catalog/products/00069768/
,,,,,,http://www.ikea.com/us/en/catalog/products/50261132/,More options,More options for FINNBY bookcase,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/50261132/,FINNBY bookcase $29.99 Unit price,,29.99,http://www.ikea.com/PIAimages/0251872_PE390720_S3.JPG,"FINNBY bookcase, red Width: 23 5/8 "" Depth: 9 1/2 "" Height: 70 7/8 "" Width: 60 cm Depth: 24 cm Height: 180 cm",,,FINNBY,,29.99,,Save to list,"Width: 23 5/8 "", Depth: 9 1/2 "", Height: 70 7/8 """,23; 9; 70,"Width: 60 cm, Depth: 24 cm, Height: 180 cm",60; 24; 180,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/50261132/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/60244745/,More options,More options for MICKE desk,,,$79.99 Unit price,79.99,desk,,,http://www.ikea.com/us/en/catalog/products/60244745/,MICKE desk $79.99 Unit price,,79.99,http://www.ikea.com/PIAimages/0172824_PE327015_S3.JPG,"MICKE desk, black-brown Width: 55 7/8 "" Depth: 19 5/8 "" Height: 29 1/2 "" Width: 142 cm Depth: 50 cm Height: 75 cm",,,MICKE,,,,Save to list,"Width: 55 7/8 "", Depth: 19 5/8 "", Height: 29 1/2 """,55; 19; 29,"Width: 142 cm, Depth: 50 cm, Height: 75 cm",142; 50; 75,,,desk,,,,http://www.ikea.com/us/en/catalog/products/60244745/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20279812/,More options,More options for BILLY height extension unit,,,,,height extension unit,,,http://www.ikea.com/us/en/catalog/products/20279812/,BILLY height extension unit $25.00 Unit price,,25.0,http://www.ikea.com/PIAimages/0252379_PE391187_S3.JPG,"BILLY height extension unit, medium brown Width: 15 3/4 "" Depth: 11 "" Height: 13 3/4 "" Width: 40 cm Depth: 28 cm Height: 35 cm",,,BILLY,,25.0,,Save to list,"Width: 15 3/4 "", Depth: 11 "", Height: 13 3/4 """,15; 11; 13,"Width: 40 cm, Depth: 28 cm, Height: 35 cm",40; 28; 35,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/20279812/
,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/70267901/,"SNEKKERSTEN rug, low pile $69.99 Unit price",,69.99,http://www.ikea.com/PIAimages/0217340_PE373657_S3.JPG,"SNEKKERSTEN rug, low pile, beige Length: 7 ' 7 "" Width: 5 ' 3 "" Area: 39.61 sq feet Length: 230 cm Width: 160 cm Area: 3.68 m²",,,SNEKKERSTEN,69.99,,,Save to list,"Length: 7 ' 7 "", Width: 5 ' 3 "", Area: 39.61 sq feet",7; 7; 5; 3; 39.61,"Length: 230 cm, Width: 160 cm, Area: 3.68 m²",230; 160; 3.68,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/70267901/
,,,,,,,,,,,,,power connector,,,http://www.ikea.com/us/en/catalog/products/10149227/,IKEA 365+ SÄNDA power connector $5.00 Unit price,,5,http://www.ikea.com/PIAimages/0089922_PE223231_S3.JPG,"IKEA 365+ SÄNDA power connector Length: 3 "" Length: 7 cm",,,IKEA 365+ SÄNDA,5.0,,,Save to list,"Length: 3 """,3,Length: 7 cm,7,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/10149227/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20298797/,More options,"More options for HODDE rug, flatwoven",,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/20298797/,"HODDE rug, flatwoven $99.00 Unit price",,99,http://www.ikea.com/PIAimages/0324192_PE516985_S3.JPG,"HODDE rug, flatwoven, black, indoor/outdoor gray Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,HODDE,99.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20298797/
,,,,,,http://www.ikea.com/us/en/catalog/products/S99902213/,More options,More options for SÖDERHAMN corner sofa,,,,,corner sofa,,,http://www.ikea.com/us/en/catalog/products/S99902213/,"SÖDERHAMN corner sofa $1,298.00 Unit price",,1298.0,http://www.ikea.com/PIAimages/0153972_PE312377_S3.JPG,"SÖDERHAMN corner sofa, Isefall light turquoise Min. width: 114 5/8 "" Max. width: 114 5/8 "" Seat depth: 18 7/8 "" Min. width: 291 cm Max. width: 291 cm Seat depth: 48 cm",,,SÖDERHAMN,1298.0,,,Save to list,"Min. width: 114 5/8 "", Max. width: 114 5/8 "", Seat depth: 18 7/8 """,114; 114; 18,"Min. width: 291 cm, Max. width: 291 cm, Seat depth: 48 cm",291; 291; 48,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S99902213/
,,,,,,,,,,,,,ceiling/wall lamp,,,http://www.ikea.com/us/en/catalog/products/60243147/,VANADIN ceiling/wall lamp $44.99 Unit price,,44.99,http://www.ikea.com/PIAimages/0181600_PE333389_S3.JPG,"VANADIN ceiling/wall lamp, white Depth: 5 1/8 "" Diameter: 11 3/4 "" Depth: 13 cm Diameter: 30 cm",,,VANADIN,44.99,,,Save to list,"Depth: 5 1/8 "", Diameter: 11 3/4 """,5; 11,"Depth: 13 cm, Diameter: 30 cm",13; 30,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/60243147/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/10283678/,"RANDERUP rug, low pile $49.99 Unit price",,49.99,http://www.ikea.com/PIAimages/0257021_PE400996_S3.JPG,"RANDERUP rug, low pile, multicolor Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,RANDERUP,49.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10283678/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/80104862/,More options,"More options for STOCKHOLM rug, flatwoven",,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/80104862/,"STOCKHOLM rug, flatwoven $199.00 Unit price",,199,http://www.ikea.com/PIAimages/56123_PE161531_S3.JPG,"STOCKHOLM rug, flatwoven, off-white stripe black/off-white, black handmade stripe Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,STOCKHOLM,199.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/80104862/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S59006364/,More options,More options for BEKANT 5-sided desk,,,$219.00 Unit price,219.0,5-sided desk,,,http://www.ikea.com/us/en/catalog/products/S59006364/,BEKANT 5-sided desk $219.00 Unit price,,219,http://www.ikea.com/PIAimages/0250440_PE388801_S3.JPG,"BEKANT 5-sided desk, black, black-brown Length: 63 "" Depth: 31 1/2 "" Min. height: 25 5/8 "" Length: 160 cm Depth: 80 cm Min. height: 65 cm",,,BEKANT,,,,Save to list,"Length: 63 "", Depth: 31 1/2 "", Min. height: 25 5/8 """,63; 31; 25,"Length: 160 cm, Depth: 80 cm, Min. height: 65 cm",160; 80; 65,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S59006364/
,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/70256158/,"ULLGUMP rug, low pile $19.99 Unit price",,19.99,http://www.ikea.com/PIAimages/0172384_PE326433_S3.JPG,"ULLGUMP rug, low pile, white, black Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,ULLGUMP,19.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/70256158/
,,,,,,http://www.ikea.com/us/en/catalog/products/90277150/,More options,More options for GNEDBY shelf unit,,,,,shelf unit,,,http://www.ikea.com/us/en/catalog/products/90277150/,GNEDBY shelf unit $59.99 Unit price,,59.99,http://www.ikea.com/PIAimages/0251887_PE390719_S3.JPG,"GNEDBY shelf unit, medium brown Width: 7 7/8 "" Depth: 6 3/4 "" Height: 79 1/2 "" Width: 20 cm Depth: 17 cm Height: 202 cm",,,GNEDBY,,59.99,,Save to list,"Width: 7 7/8 "", Depth: 6 3/4 "", Height: 79 1/2 """,7; 6; 79,"Width: 20 cm, Depth: 17 cm, Height: 202 cm",20; 17; 202,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/90277150/
Buy online,,,,,,,,,,,,,mat,,,http://www.ikea.com/us/en/catalog/products/00239431/,TVIS mat $6.99 Unit price,,6.99,http://www.ikea.com/PIAimages/0186246_PE338279_S3.JPG,"TVIS mat, red Diameter: 2 ' 7 "" Area: 5.38 sq feet Surface density: 4 oz/sq ft Diameter: 80 cm Area: 0.50 m² Surface density: 1150 g/m²",,,TVIS,6.99,,,Save to list,"Diameter: 2 ' 7 "", Area: 5.38 sq feet, Surface density: 4 oz/sq ft",2; 7; 5.38; 4,"Diameter: 80 cm, Area: 0.50 m², Surface density: 1150 g/m²",80; 0.5; 1150,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/00239431/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S29124057/,More options,"More options for LANDSKRONA chaise, add-on unit",,,,,"chaise, add-on unit",,,http://www.ikea.com/us/en/catalog/products/S29124057/,"LANDSKRONA chaise, add-on unit $600.00 Unit price",,600.0,http://www.ikea.com/PIAimages/0369197_PE551337_S3.JPG,"LANDSKRONA chaise, add-on unit, Bomstad gray/metal, Grann Width: 30 3/4 "" Depth: 62 1/4 "" Seat depth: 50 3/8 "" Width: 78 cm Depth: 158 cm Seat depth: 128 cm",,,LANDSKRONA,600.0,,,Save to list,"Width: 30 3/4 "", Depth: 62 1/4 "", Seat depth: 50 3/8 """,30; 62; 50,"Width: 78 cm, Depth: 158 cm, Seat depth: 128 cm",78; 158; 128,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S29124057/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/30279755/,More options,More options for MORLIDEN glass door,,,,,glass door,,,http://www.ikea.com/us/en/catalog/products/30279755/,MORLIDEN glass door $35.00 Unit price,,35.0,http://www.ikea.com/PIAimages/0252176_PE390877_S3.JPG,"MORLIDEN glass door, aluminum Width: 15 3/4 "" Height: 38 1/4 "" Width: 40 cm Height: 97 cm",,,MORLIDEN,,35.0,,Save to list,"Width: 15 3/4 "", Height: 38 1/4 """,15; 38,"Width: 40 cm, Height: 97 cm",40; 97,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/30279755/
Buy online,,,,,,,,,,,$154.98 Unit price,154.98,workstation,,,http://www.ikea.com/us/en/catalog/products/S89123050/,KALLAX workstation $154.98 Unit price,,154.98,http://www.ikea.com/PIAimages/0366678_PE549104_S3.JPG,"KALLAX workstation, white, white/green Width: 30 3/8 "" Height: 57 7/8 "" Width: 77 cm Height: 147 cm",,,KALLAX,,,,Save to list,"Width: 30 3/8 "", Height: 57 7/8 """,30; 57,"Width: 77 cm, Height: 147 cm",77; 147,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S89123050/
Buy online,,,,,,,,,,,,,end cap,,,http://www.ikea.com/us/en/catalog/products/90286673/,HEJNE end cap $0.99 /2 pack Unit price,,0.99,http://www.ikea.com/PIAimages/0276139_PE414391_S3.JPG,"HEJNE end cap, gray Package quantity: 2 pack Package quantity: 2 pack",,,HEJNE,,0.99,,Save to list,Package quantity: 2 pack,2,Package quantity: 2 pack,2,,,shelf,/2 pack,2.0,Unit price,http://www.ikea.com/us/en/catalog/products/90286673/
,,,,,,http://www.ikea.com/us/en/catalog/products/80214182/,More options,More options for MALM desk with pull-out panel,,,$149.00 Unit price,149.0,desk with pull-out panel,,,http://www.ikea.com/us/en/catalog/products/80214182/,MALM desk with pull-out panel $149.00 Unit price,,149,http://www.ikea.com/PIAimages/0133385_PE288802_S3.JPG,"MALM desk with pull-out panel, birch veneer Width: 59 1/2 "" Depth: 25 5/8 "" Height: 28 3/4 "" Width: 151 cm Depth: 65 cm Height: 73 cm",,,MALM,,,,Save to list,"Width: 59 1/2 "", Depth: 25 5/8 "", Height: 28 3/4 """,59; 25; 28,"Width: 151 cm, Depth: 65 cm, Height: 73 cm",151; 65; 73,,,desk,,,,http://www.ikea.com/us/en/catalog/products/80214182/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/90279837/,More options,More options for OXBERG glass door,,,,,glass door,,,http://www.ikea.com/us/en/catalog/products/90279837/,OXBERG glass door $25.00 Unit price,,25.0,http://www.ikea.com/PIAimages/0252233_PE390955_S3.JPG,"OXBERG glass door, medium brown Width: 15 3/4 "" Height: 13 3/4 "" Width: 40 cm Height: 35 cm",,,OXBERG,,25.0,,Save to list,"Width: 15 3/4 "", Height: 13 3/4 """,15; 13,"Width: 40 cm, Height: 35 cm",40; 35,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/90279837/
,,,,,,http://www.ikea.com/us/en/catalog/products/20250432/,More options,More options for BESTÅ BURS desk,,,$199.00 Unit price,199.0,desk,,,http://www.ikea.com/us/en/catalog/products/20250432/,BESTÅ BURS desk $199.00 Unit price,,199,http://www.ikea.com/PIAimages/0355463_PE542985_S3.JPG,"BESTÅ BURS desk, high gloss black Width: 47 1/4 "" Depth: 15 3/4 "" Height: 29 1/8 "" Width: 120 cm Depth: 40 cm Height: 74 cm",,,BESTÅ BURS,,,,Save to list,"Width: 47 1/4 "", Depth: 15 3/4 "", Height: 29 1/8 """,47; 15; 29,"Width: 120 cm, Depth: 40 cm, Height: 74 cm",120; 40; 74,,,desk,,,,http://www.ikea.com/us/en/catalog/products/20250432/
Buy online,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/60203580/,"MORUM rug, flatwoven $29.99 Unit price",,29.99,http://www.ikea.com/PIAimages/0123533_PE279669_S3.JPG,"MORUM rug, flatwoven, beige indoor/outdoor beige Length: 6 ' 7 "" Width: 2 ' 7 "" Area: 20.67 sq feet Length: 200 cm Width: 80 cm Area: 1.92 m²",,,MORUM,29.99,,,Save to list,"Length: 6 ' 7 "", Width: 2 ' 7 "", Area: 20.67 sq feet",6; 7; 2; 7; 20.67,"Length: 200 cm, Width: 80 cm, Area: 1.92 m²",200; 80; 1.92,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/60203580/
,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/30212675/,"TÅNUM rug, flatwoven $6.99 Unit price",,6.99,http://www.ikea.com/PIAimages/0167781_PE321683_S3.JPG,"TÅNUM rug, flatwoven, assorted colors Length: 2 ' 11 "" Width: 2 ' 0 "" Area: 5.81 sq feet Length: 90 cm Width: 60 cm Area: 0.54 m²",,,TÅNUM,6.99,,,Save to list,"Length: 2 ' 11 "", Width: 2 ' 0 "", Area: 5.81 sq feet",2; 11; 2; 0; 5.81,"Length: 90 cm, Width: 60 cm, Area: 0.54 m²",90; 60; 0.54,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30212675/
,,,,,,,,,,,,,door mat,,,http://www.ikea.com/us/en/catalog/products/10292263/,OPLEV door mat $8.99 Unit price,,8.99,http://www.ikea.com/PIAimages/0306974_PE427388_S3.JPG,"OPLEV door mat, indoor/outdoor black Length: 2 ' 7 "" Width: 1 ' 8 "" Area: 4.31 sq feet Length: 80 cm Width: 50 cm Area: 0.40 m²",,,OPLEV,8.99,,,Save to list,"Length: 2 ' 7 "", Width: 1 ' 8 "", Area: 4.31 sq feet",2; 7; 1; 8; 4.31,"Length: 80 cm, Width: 50 cm, Area: 0.40 m²",80; 50; 0.4,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10292263/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/10278243/,More options,More options for BYLLAN laptop support,,,$14.99 Unit price,14.99,laptop support,,,http://www.ikea.com/us/en/catalog/products/10278243/,BYLLAN laptop support $14.99 Unit price,,14.99,http://www.ikea.com/PIAimages/0241097_PE381163_S3.JPG,"BYLLAN laptop support, white, Majviken multicolor Width: 20 1/8 "" Depth: 15 "" Height: 3 1/8 "" Width: 51 cm Depth: 38 cm Height: 8 cm",,,BYLLAN,,,,Save to list,"Width: 20 1/8 "", Depth: 15 "", Height: 3 1/8 """,20; 15; 3,"Width: 51 cm, Depth: 38 cm, Height: 8 cm",51; 38; 8,,,desk,,,,http://www.ikea.com/us/en/catalog/products/10278243/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20072067/,More options,"More options for HAVBRO rug, low pile",,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/20072067/,"HAVBRO rug, low pile $179.00 Unit price",,179,http://www.ikea.com/PIAimages/34165_PE124067_S3.JPG,"HAVBRO rug, low pile, off-white Length: 6 ' 7 "" Width: 4 ' 4 "" Area: 28.63 sq feet Length: 200 cm Width: 133 cm Area: 2.66 m²",,,HAVBRO,179.0,,,Save to list,"Length: 6 ' 7 "", Width: 4 ' 4 "", Area: 28.63 sq feet",6; 7; 4; 4; 28.63,"Length: 200 cm, Width: 133 cm, Area: 2.66 m²",200; 133; 2.66,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20072067/
,,,,,,,,,,,,,pendant lamp-double,,,http://www.ikea.com/us/en/catalog/products/70089414/,KROBY pendant lamp-double $39.99 Unit price,,39.99,http://www.ikea.com/PIAimages/51455_PE151113_S3.JPG,"KROBY pendant lamp-double, glass, nickel plated Min. width: 33 "" Max. width: 49 "" Total height: 71 "" Min. width: 85 cm Max. width: 1 m 24 cm Total height: 1 m 80 cm",,,KROBY,39.99,,,Save to list,"Min. width: 33 "", Max. width: 49 "", Total height: 71 """,33; 49; 71,"Min. width: 85 cm, Max. width: 1 m 24 cm, Total height: 1 m 80 cm",85; 1; 24; 1; 80,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/70089414/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/90250773/,More options,"More options for STOCKHOLM rug, low pile",,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/90250773/,"STOCKHOLM rug, low pile $99.00 Unit price",,99,http://www.ikea.com/PIAimages/0167770_PE321694_S3.JPG,"STOCKHOLM rug, low pile, handmade brown brown Length: 4 ' 11 "" Width: 2 ' 7 "" Area: 12.92 sq feet Length: 150 cm Width: 80 cm Area: 1.20 m²",,,STOCKHOLM,99.0,,,Save to list,"Length: 4 ' 11 "", Width: 2 ' 7 "", Area: 12.92 sq feet",4; 11; 2; 7; 12.92,"Length: 150 cm, Width: 80 cm, Area: 1.20 m²",150; 80; 1.2,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90250773/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S99123040/,More options,More options for KALLAX workstation,,,$102.98 Unit price,102.98,workstation,,,http://www.ikea.com/us/en/catalog/products/S99123040/,KALLAX workstation $102.98 Unit price,,102.98,http://www.ikea.com/PIAimages/0366662_PE549102_S3.JPG,"KALLAX workstation, white/green Width: 30 3/8 "" Height: 57 7/8 "" Width: 77 cm Height: 147 cm",,,KALLAX,,,,Save to list,"Width: 30 3/8 "", Height: 57 7/8 """,30; 57,"Width: 77 cm, Height: 147 cm",77; 147,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S99123040/
,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/80229046/,"VILSUND rug, low pile $69.99 Unit price",,69.99,http://www.ikea.com/PIAimages/0190758_PE344349_S3.JPG,"VILSUND rug, low pile, blue Length: 7 ' 7 "" Width: 5 ' 3 "" Area: 39.61 sq feet Length: 230 cm Width: 160 cm Area: 3.68 m²",,,VILSUND,69.99,,,Save to list,"Length: 7 ' 7 "", Width: 5 ' 3 "", Area: 39.61 sq feet",7; 7; 5; 3; 39.61,"Length: 230 cm, Width: 160 cm, Area: 3.68 m²",230; 160; 3.68,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/80229046/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S79006396/,More options,More options for BEKANT corner desk-left,,,$239.00 Unit price,239.0,corner desk-left,,,http://www.ikea.com/us/en/catalog/products/S79006396/,BEKANT corner desk-left $239.00 Unit price,,239,http://www.ikea.com/PIAimages/0250488_PE388841_S3.JPG,"BEKANT corner desk-left, white, black-brown Length: 63 "" Depth: 43 1/4 "" Min. height: 25 5/8 "" Length: 160 cm Depth: 110 cm Min. height: 65 cm",,,BEKANT,,,,Save to list,"Length: 63 "", Depth: 43 1/4 "", Min. height: 25 5/8 """,63; 43; 25,"Length: 160 cm, Depth: 110 cm, Min. height: 65 cm",160; 110; 65,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S79006396/
Buy online,,,,,,,,,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/20269361/,LIATORP bookcase $249.00 Unit price,,249.0,http://www.ikea.com/PIAimages/0242755_PE382030_S3.JPG,"LIATORP bookcase, gray Width: 37 3/4 "" Depth: 14 5/8 "" Height: 84 1/4 "" Width: 96 cm Depth: 37 cm Height: 214 cm",,,LIATORP,,249.0,,Save to list,"Width: 37 3/4 "", Depth: 14 5/8 "", Height: 84 1/4 """,37; 14; 84,"Width: 96 cm, Depth: 37 cm, Height: 214 cm",96; 37; 214,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/20269361/
