buyonline_label,legal_description,legal_description_numbers,more_link,more_link/_text,more_link/_title,moreoptions_link,moreoptions_link/_text,moreoptions_link/_title,nlpimage_image,nlpimage_image/_alt,price_value,price_value_prices,productdesp_value,productdetails_image,productdetails_image/_alt,productdetails_link,productdetails_link/_text,productdetails_link/_title,productdetails_link_prices,productlink_image,productlink_image/_alt,productlink_link/_text,productlink_link/_title,producttitle_value,regularprice_price,regularprice_price_1,regularprice_price_2,savetolist_label,size_value_1,size_value_1_numbers,size_value_2,size_value_2_numbers,strikeprice_price,strikeprice_value,type,unit_value,unit_value_numbers,unitprice_label,﻿productlink_link
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S19031884/,More options,More options for LANDSKRONA loveseat and chaise,,,,,loveseat and chaise,,,http://www.ikea.com/us/en/catalog/products/S19031884/,"LANDSKRONA loveseat and chaise $1,379.00 Unit price",,1379.0,http://www.ikea.com/PIAimages/0320954_PE514800_S3.JPG,"LANDSKRONA loveseat and chaise, Bomstad dark brown/metal, Grann Width: 95 1/4 "" Min. depth: 35 "" Max. depth: 62 1/4 "" Width: 242 cm Min. depth: 89 cm Max. depth: 158 cm",,,LANDSKRONA,1379.0,,,Save to list,"Width: 95 1/4 "", Min. depth: 35 "", Max. depth: 62 1/4 """,95; 35; 62,"Width: 242 cm, Min. depth: 89 cm, Max. depth: 158 cm",242; 89; 158,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S19031884/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/50259252/,"LÄBORG rug, low pile $19.99 Unit price",,19.99,http://www.ikea.com/PIAimages/0185501_PE337516_S3.JPG,"LÄBORG rug, low pile, lilac Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,LÄBORG,19.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/50259252/
Buy online,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/80262494/,"NORDIS rug, high pile $89.99 Unit price",,89.99,http://www.ikea.com/PIAimages/0185504_PE337518_S3.JPG,"NORDIS rug, high pile, gray Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,NORDIS,89.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/80262494/
,"In compliance with California Title 20 regulations, product prices and features may vary in the state of California. Please see your local store for details",20.0,http://info.ikea-usa.com/StoreLocator/StoreLocator.aspx,More information,,,,,,,,,pendant lamp,,,http://www.ikea.com/us/en/catalog/products/70207808/,KVARTÄR pendant lamp $19.99 Unit price,,19.99,http://www.ikea.com/PIAimages/0246061_PE385226_S3.JPG,"KVARTÄR pendant lamp Diameter: 13 "" Height: 77 "" Diameter: 33 cm Height: 195 cm",,,KVARTÄR,19.99,,,Save to list,"Diameter: 13 "", Height: 77 """,13; 77,"Diameter: 33 cm, Height: 195 cm",33; 195,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/70207808/
Buy online,,,,,,,,,,,,,pendant lamp,http://www.ikea.com/ms/img/nlp/en_US/nlp_02.png,???PD_txt_newnlp???,http://www.ikea.com/us/en/catalog/products/80216534/,HEKTAR pendant lamp $59.99 Unit price $69.99 Unit price,,59.99; 69.99,http://www.ikea.com/PIAimages/0149993_PE308143_S3.JPG,"HEKTAR pendant lamp, dark gray Max.: 53 W Diameter: 19 "" Height: 65 "" Max.: 53 W Diameter: 47 cm Height: 165 cm",,,HEKTAR,59.99,,,Save to list,"Max.: 53 W, Diameter: 19 "", Height: 65 """,53; 19; 65,"Max.: 53 W, Diameter: 47 cm, Height: 165 cm",53; 47; 165,69.99,Unit price,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/80216534/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S99069458/,More options,More options for KIVIK corner sofa 2+3/3+2 and chaise,,,,,corner sofa 2+3/3+2 and chaise,,,http://www.ikea.com/us/en/catalog/products/S99069458/,"KIVIK corner sofa 2+3/3+2 and chaise $1,649.00 Unit price",,1649.0,http://www.ikea.com/PIAimages/0320604_PE514953_S3.JPG,"KIVIK corner sofa 2+3/3+2 and chaise, Isunda brown Depth chaise: 64 1/8 "" Seat depth, chaise lounge: 48 7/8 "" Width right: 152 3/8 "" Depth chaise: 163 cm Seat depth, chaise lounge: 124 cm Width right: 387 cm",,,KIVIK,1649.0,,,Save to list,"Depth chaise: 64 1/8 "", Seat depth, chaise lounge: 48 7/8 "", Width right: 152 3/8 """,64; 48; 152,"Depth chaise: 163 cm, Seat depth, chaise lounge: 124 cm, Width right: 387 cm",163; 124; 387,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S99069458/
Buy online,,,,,,,,,,,,,door mat,,,http://www.ikea.com/us/en/catalog/products/20239307/,TVIS door mat $3.99 Unit price,,3.99,http://www.ikea.com/PIAimages/0146827_PE305822_S3.JPG,"TVIS door mat, black, half-moon Width: 2 ' 7 "" Height: 1 ' 8 "" Area: 2.69 sq feet Width: 80 cm Height: 50 cm Area: 0.25 m²",,,TVIS,3.99,,,Save to list,"Width: 2 ' 7 "", Height: 1 ' 8 "", Area: 2.69 sq feet",2; 7; 1; 8; 2.69,"Width: 80 cm, Height: 50 cm, Area: 0.25 m²",80; 50; 0.25,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20239307/
Buy online,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/90239422/,"STOCKHOLM rug, flatwoven $299.00 Unit price",,299,http://www.ikea.com/PIAimages/0167777_PE321685_S3.JPG,"STOCKHOLM rug, flatwoven, green checkered green, handmade checkered Length: 11 ' 6 "" Width: 8 ' 2 "" Area: 94.18 sq feet Length: 350 cm Width: 250 cm Area: 8.75 m²",,,STOCKHOLM,299.0,,,Save to list,"Length: 11 ' 6 "", Width: 8 ' 2 "", Area: 94.18 sq feet",11; 6; 8; 2; 94.18,"Length: 350 cm, Width: 250 cm, Area: 8.75 m²",350; 250; 8.75,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90239422/
,,,,,,,,,,,,,door mat,,,http://www.ikea.com/us/en/catalog/products/10308933/,KVORING door mat $6.99 Unit price,,6.99,http://www.ikea.com/PIAimages/0341527_PE530621_S3.JPG,"KVORING door mat, orange, natural Length: 2 ' 4 "" Width: 1 ' 4 "" Area: 3.01 sq feet Length: 70 cm Width: 40 cm Area: 0.28 m²",,,KVORING,6.99,,,Save to list,"Length: 2 ' 4 "", Width: 1 ' 4 "", Area: 3.01 sq feet",2; 4; 1; 4; 3.01,"Length: 70 cm, Width: 40 cm, Area: 0.28 m²",70; 40; 0.28,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10308933/
Buy online,,,,,,,,,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/40280937/,NORNÄS bookcase $159.00 Unit price,,159.0,http://www.ikea.com/PIAimages/0255327_PE399445_S3.JPG,"NORNÄS bookcase, gray, pine Width: 28 3/4 "" Depth: 15 3/4 "" Height: 62 5/8 "" Width: 73 cm Depth: 40 cm Height: 159 cm",,,NORNÄS,,159.0,,Save to list,"Width: 28 3/4 "", Depth: 15 3/4 "", Height: 62 5/8 """,28; 15; 62,"Width: 73 cm, Depth: 40 cm, Height: 159 cm",73; 40; 159,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/40280937/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/90230662/,More options,"More options for ÅDUM rug, high pile",,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/90230662/,"ÅDUM rug, high pile $59.99 Unit price",,59.99,http://www.ikea.com/PIAimages/0185536_PE337547_S3.JPG,"ÅDUM rug, high pile, light brown Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,ÅDUM,59.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90230662/
,,,,,,http://www.ikea.com/us/en/catalog/products/30214151/,More options,More options for MALM desk,,,$159.00 Unit price,159.0,desk,,,http://www.ikea.com/us/en/catalog/products/30214151/,MALM desk $159.00 Unit price,,159,http://www.ikea.com/PIAimages/0133379_PE288796_S3.JPG,"MALM desk, birch veneer Width: 55 1/8 "" Depth: 25 5/8 "" Height: 28 3/4 "" Width: 140 cm Depth: 65 cm Height: 73 cm",,,MALM,,,,Save to list,"Width: 55 1/8 "", Depth: 25 5/8 "", Height: 28 3/4 """,55; 25; 28,"Width: 140 cm, Depth: 65 cm, Height: 73 cm",140; 65; 73,,,desk,,,,http://www.ikea.com/us/en/catalog/products/30214151/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20244747/,More options,More options for MICKE desk,,,$49.99 Unit price,49.99,desk,,,http://www.ikea.com/us/en/catalog/products/20244747/,MICKE desk $49.99 Unit price,,49.99,http://www.ikea.com/PIAimages/0172826_PE327016_S3.JPG,"MICKE desk, black-brown Width: 28 3/4 "" Depth: 19 5/8 "" Height: 29 1/2 "" Width: 73 cm Depth: 50 cm Height: 75 cm",,,MICKE,,,,Save to list,"Width: 28 3/4 "", Depth: 19 5/8 "", Height: 29 1/2 """,28; 19; 29,"Width: 73 cm, Depth: 50 cm, Height: 75 cm",73; 50; 75,,,desk,,,,http://www.ikea.com/us/en/catalog/products/20244747/
Buy online,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/60229033/,"STOCKHOLM rug, flatwoven $299.00 Unit price",,299,http://www.ikea.com/PIAimages/0167739_PE321664_S3.JPG,"STOCKHOLM rug, flatwoven, checkered brown brown, checkered handmade Length: 11 ' 6 "" Width: 8 ' 2 "" Area: 94.18 sq feet Length: 350 cm Width: 250 cm Area: 8.75 m²",,,STOCKHOLM,299.0,,,Save to list,"Length: 11 ' 6 "", Width: 8 ' 2 "", Area: 94.18 sq feet",11; 6; 8; 2; 94.18,"Length: 350 cm, Width: 250 cm, Area: 8.75 m²",350; 250; 8.75,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/60229033/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/90295229/,"VIDSTRUP rug, low pile $119.00 Unit price",,119,http://www.ikea.com/PIAimages/0307412_PE427571_S3.JPG,"VIDSTRUP rug, low pile, dark yellow Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,VIDSTRUP,119.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90295229/
,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/20263806/,"VESTERBRO rug, low pile $69.99 Unit price",,69.99,http://www.ikea.com/PIAimages/0190759_PE344351_S3.JPG,"VESTERBRO rug, low pile, brown Length: 7 ' 7 "" Width: 5 ' 3 "" Area: 39.61 sq feet Length: 230 cm Width: 160 cm Area: 3.68 m²",,,VESTERBRO,69.99,,,Save to list,"Length: 7 ' 7 "", Width: 5 ' 3 "", Area: 39.61 sq feet",7; 7; 5; 3; 39.61,"Length: 230 cm, Width: 160 cm, Area: 3.68 m²",230; 160; 3.68,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20263806/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/60245721/,More options,More options for HEMNES desk,,,$279.00 Unit price,279.0,desk,,,http://www.ikea.com/us/en/catalog/products/60245721/,HEMNES desk $279.00 Unit price,,279,http://www.ikea.com/PIAimages/0177407_PE330350_S3.JPG,"HEMNES desk, black-brown Width: 61 "" Depth: 25 5/8 "" Height: 29 1/8 "" Width: 155 cm Depth: 65 cm Height: 74 cm",,,HEMNES,,,,Save to list,"Width: 61 "", Depth: 25 5/8 "", Height: 29 1/8 """,61; 25; 29,"Width: 155 cm, Depth: 65 cm, Height: 74 cm",155; 65; 74,,,desk,,,,http://www.ikea.com/us/en/catalog/products/60245721/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/00086490/,More options,"More options for DRAGÖR rug, flatwoven",,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/00086490/,"DRAGÖR rug, flatwoven $39.99 Unit price",,39.99,http://www.ikea.com/PIAimages/46285_PE139477_S3.JPG,"DRAGÖR rug, flatwoven, light brown, beige Length: 6 ' 7 "" Width: 4 ' 7 "" Area: 30.14 sq feet Length: 200 cm Width: 140 cm Area: 2.80 m²",,,DRAGÖR,39.99,,,Save to list,"Length: 6 ' 7 "", Width: 4 ' 7 "", Area: 30.14 sq feet",6; 7; 4; 7; 30.14,"Length: 200 cm, Width: 140 cm, Area: 2.80 m²",200; 140; 2.8,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/00086490/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S69902238/,More options,More options for SÖDERHAMN sofa and chaise,,,,,sofa and chaise,,,http://www.ikea.com/us/en/catalog/products/S69902238/,SÖDERHAMN sofa and chaise $899.00 Unit price,,899.0,http://www.ikea.com/PIAimages/0141418_PE301310_S3.JPG,"SÖDERHAMN sofa and chaise, Isefall light turquoise Width: 114 5/8 "" Min. depth: 39 "" Max. depth: 59 1/2 "" Width: 291 cm Min. depth: 99 cm Max. depth: 151 cm",,,SÖDERHAMN,899.0,,,Save to list,"Width: 114 5/8 "", Min. depth: 39 "", Max. depth: 59 1/2 """,114; 39; 59,"Width: 291 cm, Min. depth: 99 cm, Max. depth: 151 cm",291; 99; 151,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S69902238/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/40260519/,"LAPPLJUNG RUTA rug, low pile $99.00 Unit price",,99,http://www.ikea.com/PIAimages/0185490_PE337503_S3.JPG,"LAPPLJUNG RUTA rug, low pile, white/black Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,LAPPLJUNG RUTA,99.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/40260519/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20190198/,More options,"More options for GÅSER rug, high pile",,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/20190198/,"GÅSER rug, high pile $149.00 Unit price",,149,http://www.ikea.com/PIAimages/0114254_PE266539_S3.JPG,"GÅSER rug, high pile, beige Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,GÅSER,149.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20190198/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S49932830/,More options,More options for HEMNES secretary with add-on-unit,,,$419.00 Unit price,419.0,secretary with add-on-unit,,,http://www.ikea.com/us/en/catalog/products/S49932830/,HEMNES secretary with add-on-unit $419.00 Unit price,,419,http://www.ikea.com/PIAimages/0192090_PE345822_S3.JPG,"HEMNES secretary with add-on-unit, black-brown Width: 35 "" Depth: 18 1/8 "" Height: 77 1/2 "" Width: 89 cm Depth: 46 cm Height: 197 cm",,,HEMNES,,,,Save to list,"Width: 35 "", Depth: 18 1/8 "", Height: 77 1/2 """,35; 18; 77,"Width: 89 cm, Depth: 46 cm, Height: 197 cm",89; 46; 197,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S49932830/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/20279826/,More options,More options for OXBERG door,,,,,door,,,http://www.ikea.com/us/en/catalog/products/20279826/,OXBERG door $45.00 Unit price,,45.0,http://www.ikea.com/PIAimages/0252189_PE390879_S3.JPG,"OXBERG door, medium brown Width: 15 3/4 "" Height: 38 1/4 "" Width: 40 cm Height: 97 cm",,,OXBERG,,45.0,,Save to list,"Width: 15 3/4 "", Height: 38 1/4 """,15; 38,"Width: 40 cm, Height: 97 cm",40; 97,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/20279826/
,"In compliance with California Title 20 regulations, product prices and features may vary in the state of California. Please see your local store for details",20.0,http://info.ikea-usa.com/StoreLocator/StoreLocator.aspx,More information,,,,,,,,,pendant lamp,,,http://www.ikea.com/us/en/catalog/products/50192855/,FOTO pendant lamp $19.99 Unit price,,19.99,http://www.ikea.com/PIAimages/0120132_PE276559_S3.JPG,"FOTO pendant lamp, off-white Diameter: 15 "" Total height: 71 "" Cord length: 5 ' 3 "" Diameter: 38 cm Total height: 1.8 m Cord length: 1.6 m",,,FOTO,19.99,,,Save to list,"Diameter: 15 "", Total height: 71 "", Cord length: 5 ' 3 """,15; 71; 5; 3,"Diameter: 38 cm, Total height: 1.8 m, Cord length: 1.6 m",38; 1.8; 1.6,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/50192855/
Buy online,,,,,,,,,,,$9.99 Unit price,9.99,laptop support,,,http://www.ikea.com/us/en/catalog/products/40148622/,BRÄDA laptop support $9.99 Unit price,,9.99,http://www.ikea.com/PIAimages/0094069_PE231803_S3.JPG,"BRÄDA laptop support, black/white Width: 16 1/2 "" Depth: 11 3/4 "" Height: 8 1/4 "" Width: 42 cm Depth: 30 cm Height: 21 cm",,,BRÄDA,,,,Save to list,"Width: 16 1/2 "", Depth: 11 3/4 "", Height: 8 1/4 """,16; 11; 8,"Width: 42 cm, Depth: 30 cm, Height: 21 cm",42; 30; 21,,,desk,,,,http://www.ikea.com/us/en/catalog/products/40148622/
,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/40290804/,"MARSLEV rug, high pile $249.00 Unit price",,249,http://www.ikea.com/PIAimages/0360067_PE546577_S3.JPG,"MARSLEV rug, high pile, beige, pink Length: 9 ' 10 "" Width: 7 ' 10 "" Area: 77.50 sq feet Length: 300 cm Width: 240 cm Area: 7.20 m²",,,MARSLEV,249.0,,,Save to list,"Length: 9 ' 10 "", Width: 7 ' 10 "", Area: 77.50 sq feet",9; 10; 7; 10; 77.5,"Length: 300 cm, Width: 240 cm, Area: 7.20 m²",300; 240; 7.2,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/40290804/
Buy online,,,,,,,,,,,,,2 shelf sections,,,http://www.ikea.com/us/en/catalog/products/S39829089/,OMAR 2 shelf sections $99.96 Unit price,,99.96,http://www.ikea.com/PIAimages/61580_PE167972_S3.JPG,"OMAR 2 shelf sections Width: 73 1/4 "" Depth: 14 1/8 "" Height: 72 1/2 "" Width: 186 cm Depth: 36 cm Height: 184 cm",,,OMAR,,99.96,,Save to list,"Width: 73 1/4 "", Depth: 14 1/8 "", Height: 72 1/2 """,73; 14; 72,"Width: 186 cm, Depth: 36 cm, Height: 184 cm",186; 36; 184,,,shelf,,,Unit price,http://www.ikea.com/us/en/catalog/products/S39829089/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S49926749/,More options,More options for MICKE computer work station,,,$119.99 Unit price,119.99,computer work station,,,http://www.ikea.com/us/en/catalog/products/S49926749/,MICKE computer work station $119.99 Unit price,,119.99,http://www.ikea.com/PIAimages/0208837_PE362622_S3.JPG,"MICKE computer work station, black-brown Width: 41 3/8 "" Depth: 19 5/8 "" Height: 55 1/8 "" Width: 105 cm Depth: 50 cm Height: 140 cm",,,MICKE,,,,Save to list,"Width: 41 3/8 "", Depth: 19 5/8 "", Height: 55 1/8 """,41; 19; 55,"Width: 105 cm, Depth: 50 cm, Height: 140 cm",105; 50; 140,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S49926749/
,,,,,,,,,,,,,ceiling lamp,,,http://www.ikea.com/us/en/catalog/products/00032416/,CALYPSO ceiling lamp $29.99 Unit price,,29.99,http://www.ikea.com/PIAimages/25278_PE105169_S3.JPG,"CALYPSO ceiling lamp Diameter: 19 ¾ "" Height: 4 "" Diameter: 50 cm Height: 10 cm",,,CALYPSO,29.99,,,Save to list,"Diameter: 19 ¾ "", Height: 4 """,19; 4,"Diameter: 50 cm, Height: 10 cm",50; 10,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/00032416/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/10250201/,"HULSIG rug, low pile $12.99 Unit price",,12.99,http://www.ikea.com/PIAimages/0318064_PE514332_S3.JPG,"HULSIG rug, low pile, gray Length: 5 ' 11 "" Width: 3 ' 11 "" Area: 23.25 sq feet Length: 180 cm Width: 120 cm Area: 2.16 m²",,,HULSIG,,,,Save to list,"Length: 5 ' 11 "", Width: 3 ' 11 "", Area: 23.25 sq feet",5; 11; 3; 11; 23.25,"Length: 180 cm, Width: 120 cm, Area: 2.16 m²",180; 120; 2.16,,,rug,,,,http://www.ikea.com/us/en/catalog/products/10250201/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/80260701/,More options,More options for IKEA PS 2014 secretary,,,$189.00 Unit price,189.0,secretary,,,http://www.ikea.com/us/en/catalog/products/80260701/,IKEA PS 2014 secretary $189.00 Unit price,,189,http://www.ikea.com/PIAimages/0248328_PE386751_S3.JPG,"IKEA PS 2014 secretary, birch veneer, white Width: 35 3/8 "" Depth: 17 3/8 "" Height: 50 "" Width: 90 cm Depth: 44 cm Height: 127 cm",,,IKEA PS 2014,,,,Save to list,"Width: 35 3/8 "", Depth: 17 3/8 "", Height: 50 """,35; 17; 50,"Width: 90 cm, Depth: 44 cm, Height: 127 cm",90; 44; 127,,,desk,,,,http://www.ikea.com/us/en/catalog/products/80260701/
Buy online,"In compliance with California Title 20 regulations, product prices and features may vary in the state of California. Please see your local store for details",20.0,http://info.ikea-usa.com/StoreLocator/StoreLocator.aspx,More information,,,,,,,,,pendant lamp,,,http://www.ikea.com/us/en/catalog/products/90147465/,IKEA PS MASKROS pendant lamp $89.99 Unit price,,89.99,http://www.ikea.com/PIAimages/0091262_PE226703_S3.JPG,"IKEA PS MASKROS pendant lamp Diameter: 32 "" Cord length: 71 "" Diameter: 80 cm Cord length: 180 cm",,,IKEA PS MASKROS,89.99,,,Save to list,"Diameter: 32 "", Cord length: 71 """,32; 71,"Diameter: 80 cm, Cord length: 180 cm",80; 180,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/90147465/
,"In compliance with California Title 20 regulations, product prices and features may vary in the state of California. Please see your local store for details",20.0,http://info.ikea-usa.com/StoreLocator/StoreLocator.aspx,More information,,,,,,,,,ceiling lamp,,,http://www.ikea.com/us/en/catalog/products/10193300/,PULT ceiling lamp $9.99 Unit price,,9.99,http://www.ikea.com/PIAimages/25296_PE033472_S3.JPG,"PULT ceiling lamp, steel Diameter: 12 ¼ "" Height: 3 ¼ "" Diameter: 31 cm Height: 8 cm",,,PULT,9.99,,,Save to list,"Diameter: 12 ¼ "", Height: 3 ¼ """,12; 3,"Diameter: 31 cm, Height: 8 cm",31; 8,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/10193300/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S39023374/,More options,More options for BILLY bookcase,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/S39023374/,BILLY bookcase $324.97 Unit price,,324.97,http://www.ikea.com/PIAimages/0255431_PE399471_S3.JPG,"BILLY bookcase, medium brown Width: 78 3/4 "" Depth: 11 "" Height: 93 1/4 "" Width: 200 cm Depth: 28 cm Height: 237 cm",,,BILLY,,324.97,,Save to list,"Width: 78 3/4 "", Depth: 11 "", Height: 93 1/4 """,78; 11; 93,"Width: 200 cm, Depth: 28 cm, Height: 237 cm",200; 28; 237,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/S39023374/
Buy online,,,,,,,,,,,,,"rug, flatwoven",http://www.ikea.com/ms/en_US/img/icons/new_small.gif,New,http://www.ikea.com/us/en/catalog/products/20314660/,"RISTINGE rug, flatwoven $199.00 Unit price",,199,http://www.ikea.com/PIAimages/0371287_PE553827_S3.JPG,"RISTINGE rug, flatwoven, black, off-white handmade off-white Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,RISTINGE,199.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20314660/
